platform,content_type,content_topic,creator_category,post_hour,day_of_week,is_weekend,is_peak_time,caption_length,hashtag_count,mention_count,emoji_count,has_call_to_action,uses_trending_audio,carousel_slides,video_duration_sec,media_quality_score,sentiment_score_caption,followers_count,audience_active_percent,avg_past_engagement,posting_frequency_per_week,account_age_days,is_paid_promotion,ad_spend_usd,collaboration_flag,engagement_score
Instagram,Carousel,Product,Influencer,21,4,0,1,136,4,1,2,0,0,3,0,7.62,1.0,15446,51.7,399.69,2.5,1719,0,0.0,0,937.1
Instagram,Reel,Entertainment,Influencer,17,0,0,0,262,6,0,4,0,1,1,24,6.59,0.351,41074,44.78,30.0,6.5,288,1,41.26,1,980.29
LinkedIn,Text,Entertainment,Personal Brand,13,0,0,1,164,8,1,2,1,0,1,0,7.0,-0.297,16914,57.16,774.83,1.7,351,0,0.0,0,1054.25
YouTube Shorts,Video,Entertainment,Business,2,6,1,0,134,10,4,1,1,1,1,33,9.03,0.763,10335,33.7,856.38,3.8,275,0,0.0,0,999.29
YouTube Shorts,Reel,Product,Personal Brand,17,1,0,0,187,3,3,2,0,0,1,13,5.96,-0.224,18007,36.43,1706.93,2.5,627,0,0.0,0,1025.21
X,Image,News,Business,22,6,1,1,207,7,3,3,1,0,1,0,9.79,0.323,50801,53.15,1404.48,5.4,986,0,0.0,0,952.41
X,Text,News,Personal Brand,11,3,0,1,44,3,2,3,0,0,1,0,6.78,-0.256,9246,62.22,1087.56,7.8,903,0,0.0,0,886.02
YouTube Shorts,Video,Product,Educator,3,4,0,0,99,8,0,0,0,0,1,38,6.91,-0.185,29759,12.03,30.0,3.1,699,0,0.0,1,860.45
LinkedIn,Video,Entertainment,Personal Brand,4,4,0,0,103,7,3,3,1,0,1,42,7.87,-0.113,12529,66.23,208.63,3.8,570,0,0.0,0,1031.04
Facebook,Carousel,Education,Business,11,4,0,1,22,8,2,4,0,0,5,0,6.97,0.334,25623,26.77,1080.19,7.3,331,0,0.0,0,1030.12
Instagram,Image,Motivation,Personal Brand,17,3,0,0,61,9,1,2,0,0,1,0,6.01,0.343,13519,43.94,494.46,4.0,332,0,0.0,0,863.68
X,Image,Product,Business,7,4,0,0,111,6,0,6,0,0,1,0,7.39,0.741,34741,62.03,1876.02,3.0,1068,0,0.0,0,1143.69
Facebook,Image,Education,Business,1,3,0,0,170,5,1,2,1,0,1,0,7.55,-0.062,31321,22.68,1649.47,3.5,623,0,0.0,0,972.24
Instagram,Reel,Behind-the-scenes,Personal Brand,0,0,0,0,103,5,0,0,1,1,1,17,6.25,0.277,8478,33.83,1875.23,4.3,1563,0,0.0,0,1059.06
X,Text,Education,Business,4,1,0,0,187,5,2,1,0,0,1,0,6.14,1.0,7792,49.89,602.69,9.4,508,1,87.86,0,901.95
Instagram,Video,Entertainment,Personal Brand,18,6,1,1,192,8,2,4,1,1,1,38,7.56,0.098,14829,56.15,1136.23,3.1,282,0,0.0,0,1204.24
X,Image,Entertainment,Media,12,1,0,1,140,8,2,2,0,0,1,0,6.43,-0.188,34661,47.64,826.64,7.7,944,0,0.0,0,1000.7
X,Video,Entertainment,Personal Brand,6,2,0,0,129,4,0,3,1,1,1,51,6.66,-0.263,23094,33.72,686.9,9.7,831,0,0.0,0,787.69
X,Text,Education,Business,21,6,1,1,209,6,0,1,0,0,1,0,8.37,-0.053,7602,59.9,776.36,6.3,153,0,0.0,0,1007.54
LinkedIn,Video,Behind-the-scenes,Business,21,3,0,1,61,4,6,1,0,1,1,13,3.69,0.741,47598,61.91,89.75,5.0,830,0,0.0,1,1094.16
LinkedIn,Carousel,Entertainment,Personal Brand,13,2,0,1,180,4,2,3,0,0,8,0,5.65,0.145,34236,36.75,1018.97,4.3,329,0,0.0,0,1049.22
YouTube Shorts,Video,News,Influencer,15,5,1,0,20,11,1,1,0,0,1,38,8.83,1.0,36006,41.29,1080.48,1.3,1646,0,0.0,1,1037.08
X,Text,Entertainment,Personal Brand,18,4,0,1,177,6,0,3,1,0,1,0,8.4,0.576,269365,63.61,354.08,5.6,1039,0,0.0,0,1068.99
Facebook,Image,Entertainment,Influencer,19,1,0,1,99,6,0,2,0,0,1,0,6.63,0.794,62366,57.25,354.82,6.5,1101,0,0.0,0,1000.76
Instagram,Reel,Education,Influencer,4,3,0,0,33,9,2,2,1,0,1,24,10.0,-0.583,24869,64.02,764.61,3.7,660,0,0.0,0,1149.64
YouTube Shorts,Video,Behind-the-scenes,Media,8,3,0,0,242,5,1,6,1,1,1,31,10.0,0.089,2069,78.97,739.68,5.8,962,0,0.0,1,1160.12
Instagram,Carousel,Behind-the-scenes,Personal Brand,6,3,0,0,216,5,1,2,0,0,8,0,6.37,0.105,15464,45.65,987.96,3.3,1503,0,0.0,0,940.32
YouTube Shorts,Reel,News,Business,23,3,0,0,20,7,3,0,1,1,1,32,7.07,-0.503,16005,42.41,115.8,1.0,1007,1,171.64,0,968.98
Instagram,Image,Entertainment,Educator,0,5,1,0,80,4,3,6,0,0,1,0,9.12,0.335,12829,33.51,739.87,7.7,844,0,0.0,0,872.99
LinkedIn,Carousel,News,Media,13,2,0,1,159,9,1,2,0,0,6,0,8.16,-0.014,205382,39.99,30.0,2.6,365,0,0.0,0,968.07
YouTube Shorts,Reel,News,Educator,10,6,1,0,115,4,0,3,1,0,1,28,7.73,0.617,129236,60.99,30.0,6.6,1129,0,0.0,0,1086.09
Instagram,Reel,Lifestyle,Media,2,1,0,0,143,9,1,3,1,1,1,58,8.46,-0.666,42448,70.67,1132.11,4.2,877,0,0.0,1,1225.67
X,Text,Lifestyle,Personal Brand,17,3,0,0,159,7,1,6,0,0,1,0,7.06,0.226,104585,58.53,326.11,7.5,883,0,0.0,0,961.36
Instagram,Reel,Lifestyle,Educator,7,4,0,0,176,6,2,1,1,0,1,50,6.02,0.519,21218,50.14,30.0,5.4,558,0,0.0,0,917.95
X,Text,Education,Personal Brand,23,1,0,0,90,7,2,5,1,0,1,0,8.53,0.853,12226,71.11,30.0,4.1,515,0,0.0,1,1012.33
Instagram,Reel,News,Influencer,6,1,0,0,131,7,2,6,0,0,1,41,7.92,0.559,13240,64.7,799.65,4.6,522,1,463.33,0,1093.01
Facebook,Text,Behind-the-scenes,Influencer,7,5,1,0,151,8,1,4,1,0,1,0,8.77,-0.266,34226,75.42,1070.26,6.7,834,0,0.0,0,1092.79
Facebook,Video,Motivation,Business,16,3,0,0,144,9,1,3,1,1,1,47,6.14,0.357,39762,42.44,979.58,4.5,30,0,0.0,0,932.48
Instagram,Reel,Education,Personal Brand,8,1,0,0,134,7,1,2,0,0,1,34,8.47,0.332,57316,60.03,720.89,1.3,818,1,299.08,0,980.04
YouTube Shorts,Video,Lifestyle,Media,21,6,1,1,38,7,2,3,0,1,1,5,6.7,0.77,59404,38.86,1176.86,5.2,102,0,0.0,1,1097.81
X,Image,Motivation,Personal Brand,11,4,0,1,182,6,1,2,1,0,1,0,7.57,-0.273,132215,46.44,601.09,2.3,864,0,0.0,0,1008.52
YouTube Shorts,Video,Entertainment,Personal Brand,3,4,0,0,88,6,1,3,1,0,1,25,5.8,-0.029,39598,42.19,1397.01,6.1,388,1,278.16,0,916.64
Instagram,Reel,Behind-the-scenes,Influencer,14,4,0,0,285,6,0,8,1,0,1,19,7.82,-1.0,21213,41.7,107.81,6.0,531,0,0.0,0,880.52
Instagram,Reel,Lifestyle,Personal Brand,7,1,0,0,80,6,1,3,0,1,1,29,4.64,0.663,50318,67.97,679.09,4.5,1404,0,0.0,0,1261.25
Instagram,Carousel,Education,Educator,23,0,0,0,145,11,0,4,0,0,7,0,7.95,0.175,27333,47.98,901.5,6.9,864,0,0.0,0,1119.4
Instagram,Reel,Lifestyle,Influencer,9,2,0,0,108,3,0,2,0,0,1,33,8.6,0.385,134449,61.01,1676.95,6.4,350,0,0.0,1,1245.79
Instagram,Image,Education,Media,0,0,0,0,173,9,1,2,1,0,1,0,9.79,-0.451,17703,64.77,645.39,3.7,1182,0,0.0,0,1052.35
Instagram,Carousel,Motivation,Influencer,12,6,1,1,55,5,0,3,0,0,2,0,7.14,-0.503,386609,34.51,405.39,7.1,1032,0,0.0,0,955.25
Facebook,Image,Motivation,Educator,0,5,1,0,90,6,2,4,1,0,1,0,6.53,0.127,19331,42.99,458.32,6.2,642,0,0.0,0,841.74
YouTube Shorts,Video,Entertainment,Influencer,14,6,1,0,140,11,3,2,0,0,1,39,5.53,-0.517,5787,27.26,267.61,3.1,656,0,0.0,0,751.53
Instagram,Video,Motivation,Business,4,5,1,0,199,6,1,1,1,1,1,23,7.68,0.025,193109,43.45,566.95,4.5,1435,0,0.0,0,1014.67
Facebook,Carousel,Education,Influencer,3,3,0,0,182,6,2,4,1,0,4,0,4.6,0.523,12416,41.34,1330.29,2.9,1003,1,109.47,1,1028.01
Instagram,Reel,Behind-the-scenes,Educator,11,2,0,1,184,11,2,2,1,0,1,63,7.74,0.679,108802,43.9,1343.51,5.7,1372,0,0.0,0,1104.71
Instagram,Carousel,News,Personal Brand,1,1,0,0,105,9,2,4,0,0,4,0,7.38,0.109,89667,41.51,990.19,4.8,1179,0,0.0,0,992.7
YouTube Shorts,Video,News,Influencer,17,6,1,0,170,13,1,3,0,1,1,63,7.04,0.114,12743,25.84,30.0,5.4,1187,1,136.03,0,811.83
Instagram,Reel,Product,Business,3,2,0,0,141,7,3,6,0,1,1,26,6.11,-0.343,39212,61.0,936.88,3.6,916,0,0.0,0,977.07
X,Image,Entertainment,Personal Brand,13,0,0,1,81,4,1,4,1,0,1,0,9.33,0.669,6100,59.16,653.55,5.0,726,0,0.0,0,1017.52
LinkedIn,Text,Motivation,Influencer,16,0,0,0,221,8,2,4,1,0,1,0,7.25,0.085,38204,92.36,1224.36,6.0,950,1,265.79,0,1228.24
LinkedIn,Carousel,Education,Influencer,18,3,0,1,20,6,0,1,0,0,6,0,6.1,-0.127,80706,52.58,1485.27,1.2,1116,0,0.0,0,1132.29
Instagram,Image,Entertainment,Influencer,11,4,0,1,217,10,1,1,0,0,1,0,8.49,0.181,23948,22.29,1114.85,4.5,1236,0,0.0,1,934.84
X,Image,Product,Influencer,13,2,0,1,60,6,1,2,0,0,1,0,9.24,-0.51,34590,29.09,967.28,2.4,353,0,0.0,0,934.99
YouTube Shorts,Video,Lifestyle,Personal Brand,11,4,0,1,143,10,1,6,0,1,1,19,7.09,0.106,4517,84.77,515.5,5.0,725,1,120.28,0,1168.65
YouTube Shorts,Video,Motivation,Educator,22,0,0,1,114,14,2,2,0,1,1,33,7.44,-0.041,71021,43.36,1281.31,3.7,583,0,0.0,0,1044.16
Instagram,Image,Entertainment,Media,8,0,0,0,200,9,2,0,1,0,1,0,6.73,-0.1,19030,62.63,994.25,9.0,759,0,0.0,1,972.97
LinkedIn,Text,Product,Personal Brand,2,3,0,0,20,8,1,2,1,0,1,0,6.23,0.211,28047,48.74,1409.11,7.8,821,1,360.03,0,959.06
Instagram,Reel,Entertainment,Educator,9,2,0,0,294,7,0,3,0,0,1,47,7.45,0.068,55583,50.02,157.08,9.8,431,0,0.0,0,903.72
Facebook,Image,Lifestyle,Educator,2,2,0,0,286,3,0,5,0,0,1,0,6.24,-0.645,122889,32.11,636.8,7.9,1142,0,0.0,1,802.27
Instagram,Reel,Education,Personal Brand,17,6,1,0,31,6,2,3,0,1,1,15,8.98,0.279,58187,35.7,1241.27,5.7,1862,0,0.0,1,1088.85
X,Image,Motivation,Influencer,2,3,0,0,99,11,2,7,0,0,1,0,6.62,0.32,11299,40.42,537.59,6.1,671,0,0.0,0,875.98
Instagram,Image,Motivation,Personal Brand,7,0,0,0,190,14,1,3,1,0,1,0,6.95,0.284,17927,80.31,30.0,1.8,465,0,0.0,1,1020.18
Instagram,Video,Education,Media,3,6,1,0,218,11,4,0,0,0,1,25,8.29,0.904,20571,49.18,988.73,4.0,1529,1,118.74,0,960.56
Facebook,Text,Behind-the-scenes,Personal Brand,16,1,0,0,217,4,2,0,0,0,1,0,6.09,0.132,4315,53.56,1226.21,3.9,633,1,1004.47,0,969.32
Instagram,Carousel,Education,Educator,19,3,0,1,145,8,2,2,1,0,5,0,7.34,0.411,13176,36.39,30.0,8.0,1251,1,35.22,0,982.0
Instagram,Reel,Product,Personal Brand,0,2,0,0,30,6,3,3,0,1,1,27,7.69,0.083,51084,39.79,752.1,4.5,708,0,0.0,1,1079.2
Instagram,Image,Product,Personal Brand,8,6,1,0,214,9,3,2,0,0,1,0,10.0,0.24,19872,66.12,595.34,1.9,729,0,0.0,1,1110.43
Facebook,Video,News,Influencer,5,6,1,0,149,11,1,3,1,0,1,60,7.25,0.294,26451,30.99,1362.54,7.7,1274,0,0.0,0,1043.81
Instagram,Reel,Behind-the-scenes,Educator,16,6,1,0,108,6,0,3,1,0,1,14,5.62,0.723,4569,31.15,1680.25,4.1,516,0,0.0,0,980.18
X,Text,Behind-the-scenes,Media,13,5,1,1,180,8,0,1,1,0,1,0,7.6,0.03,65548,66.08,913.69,6.8,30,0,0.0,1,1171.28
Facebook,Image,Product,Business,10,4,0,0,20,11,2,3,1,0,1,0,7.7,-1.0,6629,41.92,809.95,5.3,30,0,0.0,0,853.88
X,Image,Lifestyle,Influencer,19,2,0,1,170,9,1,2,1,0,1,0,6.46,-0.325,1754,26.82,625.01,6.3,1302,0,0.0,0,842.22
Instagram,Reel,Behind-the-scenes,Influencer,4,2,0,0,120,11,1,3,0,0,1,34,8.8,-0.377,59527,40.03,1022.75,6.9,1777,1,61.27,0,1083.22
LinkedIn,Video,Motivation,Personal Brand,0,4,0,0,90,6,1,2,1,0,1,29,6.36,0.357,12060,50.14,474.89,9.8,247,1,206.85,0,906.45
LinkedIn,Text,Entertainment,Personal Brand,11,6,1,1,70,2,1,1,0,0,1,0,7.98,0.242,51933,56.14,786.75,4.9,306,0,0.0,0,1027.04
Instagram,Video,Product,Business,14,0,0,0,91,7,1,3,1,1,1,21,8.76,0.974,36500,53.65,1840.64,4.0,1312,0,0.0,0,1267.85
X,Text,News,Educator,11,5,1,1,119,9,0,3,0,0,1,0,9.48,-0.069,85311,62.67,291.49,4.4,245,0,0.0,0,962.26
X,Text,Motivation,Business,2,6,1,0,175,8,0,5,0,0,1,0,7.14,0.984,44098,53.62,1497.84,2.8,514,0,0.0,0,1115.11
Facebook,Text,Entertainment,Business,14,4,0,0,290,3,2,1,0,0,1,0,6.82,0.789,11110,57.26,599.51,4.9,875,1,322.09,0,844.36
Facebook,Text,Lifestyle,Educator,20,5,1,1,151,10,2,1,1,0,1,0,7.09,0.128,26582,22.39,978.84,6.3,1274,1,211.27,0,865.45
YouTube Shorts,Reel,News,Business,2,4,0,0,60,12,1,0,0,1,1,34,6.78,0.441,31077,42.07,870.14,1.0,1224,0,0.0,0,1127.61
Facebook,Image,Product,Business,21,4,0,1,129,10,1,1,1,0,1,0,8.67,-0.208,51484,43.97,779.7,6.5,148,0,0.0,0,891.16
X,Text,Entertainment,Educator,17,1,0,0,20,9,0,3,0,0,1,0,7.71,0.016,30889,40.49,635.14,5.2,1013,0,0.0,0,891.29
Instagram,Reel,Entertainment,Educator,2,1,0,0,116,7,1,5,1,0,1,62,7.75,-0.346,18035,41.84,609.58,4.9,802,0,0.0,0,951.05
Instagram,Reel,Education,Media,8,2,0,0,85,9,1,1,1,0,1,36,8.38,-0.294,36692,39.52,889.4,4.0,907,0,0.0,0,954.29
Facebook,Text,Product,Business,0,6,1,0,140,4,0,3,1,0,1,0,5.41,-0.385,29894,49.88,30.0,3.7,724,0,0.0,0,898.84
Instagram,Image,Lifestyle,Educator,19,1,0,1,221,7,2,1,0,0,1,0,10.0,-0.344,21696,75.55,173.78,5.7,1551,0,0.0,0,1047.15
Instagram,Reel,News,Personal Brand,10,0,0,0,209,4,0,4,1,0,1,14,9.05,-0.708,43983,54.14,1239.82,6.5,1172,0,0.0,1,1099.72
Facebook,Video,Education,Personal Brand,10,5,1,0,119,8,2,4,1,0,1,22,7.99,0.601,179871,57.53,65.73,5.7,1011,0,0.0,0,1030.22
Instagram,Image,Lifestyle,Media,23,6,1,0,87,8,0,2,0,0,1,0,6.36,-0.224,180768,62.06,30.0,6.5,836,0,0.0,1,1012.29
Facebook,Video,News,Business,12,0,0,1,115,6,2,4,1,1,1,49,6.82,0.001,9093,69.57,237.44,3.9,238,0,0.0,1,1125.2
LinkedIn,Carousel,Entertainment,Influencer,6,4,0,0,285,10,2,4,1,0,6,0,6.66,0.637,3155,48.16,30.0,5.8,152,0,0.0,0,796.02
YouTube Shorts,Video,Entertainment,Educator,16,0,0,0,179,2,2,1,0,0,1,27,5.83,0.077,11401,33.86,473.67,3.9,1082,0,0.0,1,956.66
X,Image,Entertainment,Educator,5,1,0,0,222,11,3,2,0,0,1,0,7.28,0.12,10313,30.01,30.0,5.0,562,0,0.0,1,858.92
LinkedIn,Video,Lifestyle,Influencer,12,2,0,1,222,13,0,3,0,0,1,45,3.47,0.211,55167,37.31,1128.04,4.0,651,0,0.0,0,940.04
YouTube Shorts,Video,Product,Business,22,4,0,1,143,4,0,8,1,1,1,23,9.14,0.169,19892,61.9,2527.89,6.9,1741,0,0.0,1,1424.22
YouTube Shorts,Reel,Entertainment,Influencer,21,0,0,1,243,8,0,6,0,0,1,45,8.35,0.161,11638,34.95,30.0,6.0,1108,1,189.27,0,909.23
YouTube Shorts,Video,News,Personal Brand,21,4,0,1,156,9,1,4,0,1,1,5,8.57,0.635,12673,57.23,1831.45,6.2,888,1,126.25,0,1211.19
Instagram,Carousel,Entertainment,Influencer,8,4,0,0,65,9,1,1,0,0,10,0,6.8,0.544,39328,31.44,1582.13,2.4,895,0,0.0,0,1013.34
X,Text,Product,Educator,1,1,0,0,194,9,2,2,1,0,1,0,8.82,-0.488,13820,46.84,1156.56,6.2,1111,1,296.4,0,1070.76
Instagram,Reel,News,Personal Brand,14,4,0,0,219,10,0,4,0,0,1,27,7.95,-0.076,1583,24.16,1423.42,1.9,1398,0,0.0,0,809.48
X,Video,Entertainment,Business,22,2,0,1,153,5,1,1,1,0,1,42,7.72,0.235,14453,49.26,391.53,5.1,983,1,53.43,0,985.81
Instagram,Video,Entertainment,Influencer,16,1,0,0,237,8,1,4,0,0,1,42,9.13,0.416,3109,63.94,784.49,2.6,1473,0,0.0,0,1053.02
Instagram,Carousel,Lifestyle,Personal Brand,15,5,1,0,246,8,2,3,1,0,6,0,4.29,-0.654,34858,56.17,1100.11,5.7,1231,0,0.0,0,1097.55
LinkedIn,Text,Lifestyle,Personal Brand,22,2,0,1,195,4,1,4,0,0,1,0,10.0,-0.057,2583,25.29,391.18,2.1,1171,0,0.0,0,761.51
X,Video,Behind-the-scenes,Influencer,5,4,0,0,179,6,0,6,1,0,1,13,6.54,-1.0,30760,24.87,856.99,5.1,382,0,0.0,0,888.63
Facebook,Video,Lifestyle,Media,23,5,1,0,175,17,2,3,0,1,1,26,8.47,0.566,91336,29.1,972.35,6.4,1135,0,0.0,0,787.39
Facebook,Image,Entertainment,Influencer,20,4,0,1,123,6,2,5,0,0,1,0,6.96,0.838,47729,54.67,1235.52,3.6,443,0,0.0,1,1045.73
Instagram,Carousel,Product,Media,6,5,1,0,96,4,0,6,0,0,4,0,9.44,0.072,33917,47.44,1284.33,6.6,1402,1,460.39,0,1091.4
Facebook,Image,Behind-the-scenes,Business,12,4,0,1,156,9,2,3,1,0,1,0,8.0,-0.013,6085,53.47,678.52,7.8,400,0,0.0,0,900.04
Instagram,Carousel,Entertainment,Educator,21,0,0,1,127,6,0,0,0,0,8,0,8.3,0.126,12050,40.13,1558.7,1.0,298,0,0.0,0,1008.86
Facebook,Video,Education,Media,22,1,0,1,125,5,1,1,1,1,1,26,6.91,0.332,11682,57.52,641.18,8.5,1386,0,0.0,0,1045.61
X,Text,Entertainment,Media,8,2,0,0,137,6,1,3,0,0,1,0,5.95,-0.077,58454,68.49,544.99,4.0,1289,0,0.0,1,1027.53
Instagram,Reel,Product,Business,1,0,0,0,171,11,2,0,1,0,1,34,7.59,0.174,19637,42.79,30.0,6.2,2111,0,0.0,0,924.58
Facebook,Text,Product,Media,1,2,0,0,150,5,1,1,1,0,1,0,6.82,-0.775,3364,54.6,1414.55,4.7,709,1,660.76,0,855.69
Instagram,Reel,Education,Educator,5,3,0,0,82,7,1,5,1,0,1,7,8.62,0.334,32982,32.38,1410.34,1.3,513,1,117.37,1,1065.75
Facebook,Text,Motivation,Business,12,1,0,1,178,9,2,8,1,0,1,0,7.92,0.494,125134,40.13,727.42,5.3,524,1,96.65,0,987.51
X,Video,Education,Educator,14,0,0,0,179,5,2,2,0,0,1,42,6.07,-0.535,61376,23.83,242.17,7.4,938,0,0.0,0,774.31
Instagram,Carousel,Entertainment,Influencer,1,1,0,0,220,5,1,4,0,0,4,0,6.27,-0.302,2563,61.63,108.21,5.0,667,0,0.0,0,958.97
YouTube Shorts,Video,Lifestyle,Media,19,4,0,1,49,8,1,0,1,1,1,51,6.77,0.464,104764,55.04,1310.75,5.0,883,0,0.0,0,1177.08
Instagram,Reel,Education,Media,5,3,0,0,82,11,1,2,0,1,1,75,6.84,0.452,17642,77.99,786.72,1.9,869,0,0.0,0,1118.62
Facebook,Image,Lifestyle,Personal Brand,6,3,0,0,158,7,2,2,1,0,1,0,9.31,-0.353,17058,50.39,957.34,4.6,1144,1,93.79,0,1040.57
Instagram,Carousel,Motivation,Personal Brand,9,0,0,0,66,5,2,3,0,0,6,0,9.05,1.0,121374,50.39,797.71,6.0,1220,0,0.0,0,1145.63
LinkedIn,Text,Behind-the-scenes,Influencer,14,1,0,0,179,9,0,4,0,0,1,0,6.76,0.694,10593,41.55,1290.03,4.4,1083,0,0.0,1,926.98
YouTube Shorts,Reel,Lifestyle,Business,1,2,0,0,188,6,0,5,0,0,1,44,9.18,-0.15,2055,53.42,1351.52,6.6,1226,1,120.32,0,1074.37
Instagram,Image,Education,Educator,20,4,0,1,222,11,2,3,0,0,1,0,7.91,0.302,67607,38.34,191.66,3.0,321,0,0.0,0,999.78
Facebook,Carousel,Behind-the-scenes,Media,22,4,0,1,177,9,1,2,1,0,4,0,9.17,0.025,33379,58.43,449.47,3.5,998,0,0.0,0,1053.99
Instagram,Carousel,Entertainment,Influencer,18,1,0,1,144,3,2,1,0,0,3,0,8.37,0.654,2270,47.5,1066.23,3.2,394,0,0.0,1,924.32
Instagram,Reel,News,Educator,0,6,1,0,150,5,1,2,1,1,1,16,7.31,-0.374,2148,53.91,876.34,6.9,1222,0,0.0,0,1008.43
Instagram,Video,News,Business,5,2,0,0,20,12,1,3,1,0,1,8,5.1,-0.428,2051,58.01,1083.7,4.6,1036,0,0.0,0,1108.52
LinkedIn,Video,News,Educator,7,6,1,0,242,11,0,5,1,1,1,31,5.48,0.595,6031,40.01,160.4,6.3,493,0,0.0,1,862.76
YouTube Shorts,Video,Product,Influencer,18,3,0,1,89,10,0,2,1,0,1,25,5.3,0.084,8682,55.88,843.44,4.9,795,0,0.0,0,1056.4
YouTube Shorts,Video,Lifestyle,Media,1,2,0,0,94,12,2,4,1,1,1,62,4.97,0.432,20362,53.06,1298.32,7.7,1059,1,86.53,0,1125.32
Instagram,Carousel,News,Educator,23,5,1,0,142,6,1,3,0,0,7,0,4.47,-0.82,26956,30.04,788.76,6.3,1064,0,0.0,1,852.22
X,Video,Product,Media,21,1,0,1,172,4,2,3,1,1,1,38,7.54,-0.602,9766,77.09,393.79,2.3,30,0,0.0,0,1054.77
Instagram,Reel,Lifestyle,Personal Brand,13,5,1,1,111,2,4,7,1,1,1,23,5.8,0.873,7612,62.84,125.12,3.7,1426,0,0.0,0,1082.3
LinkedIn,Text,Entertainment,Educator,1,6,1,0,49,3,0,1,1,0,1,0,8.91,0.639,33062,61.73,977.52,3.4,1134,1,139.05,0,1140.04
Instagram,Image,Entertainment,Educator,8,1,0,0,105,9,0,3,1,0,1,0,8.49,-0.412,50001,23.85,1678.59,9.7,32,0,0.0,0,904.51
Instagram,Video,Lifestyle,Personal Brand,18,5,1,1,238,5,3,2,1,1,1,5,5.23,0.732,57203,80.01,778.68,3.5,1653,0,0.0,0,1253.03
Facebook,Carousel,Behind-the-scenes,Business,10,2,0,0,226,7,0,2,0,0,5,0,7.8,0.423,45817,24.16,157.98,7.5,1124,0,0.0,0,862.94
Instagram,Reel,Behind-the-scenes,Business,10,5,1,0,129,3,2,0,0,0,1,22,8.83,-0.192,19399,42.01,741.37,5.4,1140,0,0.0,0,978.43
Instagram,Reel,Product,Personal Brand,1,1,0,0,53,7,1,0,0,0,1,14,6.02,0.579,24352,41.88,1163.78,8.2,968,0,0.0,0,1014.59
YouTube Shorts,Video,Behind-the-scenes,Educator,11,5,1,1,171,6,2,1,0,1,1,51,5.54,-0.103,10950,29.36,978.45,5.1,501,0,0.0,0,1072.11
Instagram,Carousel,Entertainment,Educator,17,5,1,0,186,7,3,1,1,0,3,0,7.17,0.199,27272,52.53,325.26,6.3,1796,0,0.0,0,1047.4
YouTube Shorts,Reel,Entertainment,Influencer,4,5,1,0,71,7,2,4,0,1,1,49,7.54,0.686,22782,33.47,973.2,6.8,484,0,0.0,0,1106.53
Facebook,Image,Lifestyle,Influencer,10,0,0,0,187,7,2,1,1,0,1,0,6.66,0.451,31904,39.76,402.98,2.6,670,0,0.0,0,921.18
YouTube Shorts,Video,News,Business,0,6,1,0,168,6,0,6,1,0,1,44,8.54,-0.174,48663,52.92,1675.95,4.4,1148,1,44.11,0,1035.34
YouTube Shorts,Reel,Behind-the-scenes,Educator,6,6,1,0,156,10,2,5,0,0,1,77,7.87,0.256,8208,43.04,30.0,3.2,947,1,162.32,0,829.39
X,Text,Education,Influencer,11,3,0,1,139,6,3,2,1,0,1,0,5.62,-0.291,9296,20.98,768.02,8.5,984,0,0.0,1,898.2
Instagram,Reel,Product,Influencer,7,5,1,0,182,4,0,3,0,1,1,52,7.38,-0.046,14886,34.64,1263.53,4.3,1790,0,0.0,0,1013.7
Instagram,Carousel,News,Educator,19,5,1,1,51,9,1,1,0,0,5,0,6.21,0.186,5961,51.01,876.67,9.9,1223,0,0.0,0,811.32
X,Image,Behind-the-scenes,Media,18,4,0,1,235,6,2,1,1,0,1,0,6.19,-0.101,13121,54.08,1307.03,4.6,1443,1,33.38,0,943.3
Instagram,Carousel,Lifestyle,Educator,14,3,0,0,95,12,2,5,1,0,5,0,7.64,-0.383,2015,27.36,929.1,6.5,544,0,0.0,0,756.97
Instagram,Reel,Product,Educator,22,3,0,1,158,3,0,5,0,0,1,58,8.53,-0.772,26394,23.9,1244.38,8.8,1101,1,501.48,0,857.95
LinkedIn,Image,News,Educator,7,0,0,0,130,6,0,5,1,0,1,0,7.81,0.149,5107,56.34,55.92,5.8,1041,1,27.52,0,897.51
LinkedIn,Text,Education,Media,6,4,0,0,171,6,1,4,0,0,1,0,9.05,0.776,21883,47.53,1403.19,7.6,636,0,0.0,1,1105.87
Instagram,Carousel,Lifestyle,Business,4,5,1,0,247,8,0,3,1,0,7,0,6.68,-0.182,16862,44.44,813.63,4.8,1111,0,0.0,1,975.98
YouTube Shorts,Video,Lifestyle,Personal Brand,13,2,0,1,96,9,0,5,1,0,1,15,7.95,-0.042,102026,59.84,508.69,10.1,668,0,0.0,0,1042.04
Facebook,Image,Entertainment,Media,7,2,0,0,145,5,3,3,1,0,1,0,7.41,0.093,35763,79.17,1350.96,3.8,1012,0,0.0,0,1236.68
Instagram,Video,Motivation,Influencer,16,3,0,0,124,8,2,1,0,1,1,84,5.9,0.533,46379,58.78,198.32,7.5,30,0,0.0,0,980.1
Facebook,Video,Product,Influencer,17,4,0,0,163,4,3,2,1,1,1,28,8.18,0.004,59868,32.76,910.36,5.1,568,0,0.0,0,1079.53
